分数,学校,姓名,院校全称,研究方向,主页,Google Scholar,明确招本科实习,有opening,教授NJU背景,学生NJU背景,是否AP,资深教授,找到CV,关键词匹配,爬取页数,招生证据,NJU证据,错误
8,UMN,Caiwen Ding,University of Minnesota,"AI, ML, NLP, Robotics, Vision",https://caiwending.github.io/web/home.html,https://scholar.google.com/citations?user=7hR0r_EAAAAJ,False,True,False,False,True,False,False,False,2,"...y ! [To Prospective Ph.D./postdoc Applications] I am always looking for highly-motivated Ph.D./postdoc students who have strong interests in FPGAs/GPUs programming, EDA/A...",,
-3,CMU,Bryan Parno,Carnegie Mellon University,ML,https://www.andrew.cmu.edu/user/bparno,https://scholar.google.com/citations?user=kTTBpJkAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,NTU,C.-H. Luke Ong,Nanyang Technological University,ML,https://dr.ntu.edu.sg/entities/person/Luke-Ong,https://scholar.google.com/citations?user=gNFel3QAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
5,UMD,Calin Belta,Univ. of Maryland - College Park,Robotics,https://www.cs.umd.edu/people/calin,https://scholar.google.com/citations?user=72yPqG4AAAAJ,False,True,False,False,True,True,False,False,9,...ests Log In Explore Education Education Undergraduate About Prospective Students Immersive Media Design Combined BS/MS Program Recruiters F... | ...nts Honors Program Research Opportunities Graduate Info for Prospective Students Ph.D. In Computer Science M.S. in Computer Science About T...,,
-3,UPenn,Camillo J. Taylor,University of Pennsylvania,"NLP, Robotics, Vision",http://www.cis.upenn.edu/~cjtaylor,https://scholar.google.com/citations?user=r50jBCUAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,UIUC,Carl A. Gunter,Univ. of Illinois at Urbana-Champaign,"AI, ML, Web+IR",http://web.engr.illinois.edu/~cgunter,https://scholar.google.com/citations?user=3S5qpXsAAAAJ,False,False,False,False,False,False,False,False,1,,,
15,UIUC,Camille Cobb,Univ. of Illinois at Urbana-Champaign,Web+IR,https://camillec.com,https://scholar.google.com/citations?user=-agI8uoAAAAJ,True,False,False,False,True,False,True,False,4,"...i, Fall 2021-present • Rui Yang, Fall 2021-Spring 2022 UIUC undergraduate researchers • Sailaja Nallacheruvu, Spring 2023-present • Eﬃe Karas, F... | ...• NSF Graduate Research Fellowship (2014) • CRA Outstanding Undergraduate Researcher Award Honorable Mention (2012) Other Research Awards • Winn...",,
0,JHU,Carey E. Priebe,Johns Hopkins University,"ML, NLP, Vision",http://www.ams.jhu.edu/~priebe,https://scholar.google.com/citations?user=clTVC4UAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,StonyBrook,C. R. Ramakrishnan,Stony Brook University,"Robotics, Web+IR",http://www3.cs.stonybrook.edu/~cram,https://scholar.google.com/citations?user=YGDOoXAAAAAJ,False,False,False,False,False,False,False,False,2,,,
0,CMU,Carl Kingsford,Carnegie Mellon University,ML,http://www.cs.cmu.edu/~ckingsf,https://scholar.google.com/citations?user=V_cvqKcAAAAJ,False,False,False,False,False,False,False,False,1,,,
-3,USC,C.-C. Jay Kuo,University of Southern California,"AI, ML, NLP, Robotics, Vision",http://mcl.usc.edu,https://scholar.google.com/citations?user=81d60okAAAAJ,False,False,False,False,False,True,False,False,9,,,
0,Duke,Carlo Tomasi,Duke University,"AI, Vision",https://users.cs.duke.edu/~tomasi,https://scholar.google.com/citations?user=xViwZ0QAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,UMass,Cameron Musco,Univ. of Massachusetts Amherst,"AI, ML, Web+IR",http://people.cs.umass.edu/~cmusco,https://scholar.google.com/citations?user=EeYGZCwAAAAJ,False,False,False,False,False,False,False,False,2,,,
20,UIUC,Catherine Blake,Univ. of Illinois at Urbana-Champaign,NLP,https://ischool.illinois.edu/people/catherine-blake,https://scholar.google.com/citations?user=Dyxv_DQAAAAJ,True,False,False,True,True,True,True,False,10,"...nd the Environment”, Bioinformatics and Medical Library IT Interns, Undergraduate Library, June 2012. “Claim Jumping: Bridging Disciplinary... | ...tment staff are experts in sharing program information with prospective students. Get to know our staff Our staff are partners in the acade...","...nologie, Carnegie Mellon University; PhD, Computer Science, Nanjing University Research focus Intelligent information systems, information...",
-3,CMU,Bruce H. Krogh,Carnegie Mellon University,Robotics,https://www.ece.cmu.edu/directory/details/89,https://scholar.google.com/citations?user=s4yZTp4AAAAJ,False,False,False,False,False,True,False,False,2,,,
8,UMich,Ceren Budak,University of Michigan,"AI, NLP, Web+IR",http://cbudak.com/index.html,https://scholar.google.com/citations?user=wIhJS60AAAAJ,False,True,False,False,True,False,True,False,2,...lity and that indirectly inspire others. Continue Reading » Prospective Students Prospective PhD students must first be admitted to UMSI's...,,
0,NTU,Chai Kiat Yeo,Nanyang Technological University,"AI, Vision",https://dr.ntu.edu.sg/cris/rp/rp00963,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,False,False,False,0,,,主页获取失败
5,Columbia,Carl Vondrick,Columbia University,"AI, ML, NLP, Robotics, Vision",http://www.cs.columbia.edu/~vondrick,https://scholar.google.com/citations?user=3MzhkFIAAAAJ,False,False,False,False,True,False,False,False,3,,,
-3,UIUC,Chandra Chekuri,Univ. of Illinois at Urbana-Champaign,"AI, ML",http://chekuri.cs.illinois.edu,https://scholar.google.com/citations?user=7j3itaMAAAAJ,False,False,False,False,False,True,False,False,1,,,
2,Rutgers,Casimir A. Kulikowski,Rutgers University,"AI, Vision",https://www.cs.rutgers.edu/~kulikows,https://scholar.google.com/citations?user=VwPMy18AAAAJ,False,False,False,False,True,True,False,False,1,,,
8,UMN,Changhyun Choi,University of Minnesota,"Robotics, Vision",https://choice.umn.edu/people,https://scholar.google.com/citations?user=WOsQx6EAAAAJ,False,True,False,False,True,False,False,False,2,"...: Two new Ph.D. students, Alireza Rezazadeh and Houjian Yu, join the lab. Aug 2020 : PI co-advises an ECE Ph.D. student, Jiacheng Yu... | ...2018 : Two new Ph.D. students, Xibai Lou and Hengyue Liang, join the lab. Jan 2018 : PI (Prof. Choi) joins UMN ECE and establishes t...",,
-3,Cornell,Carla P. Gomes,Cornell University,"AI, ML",http://www.cs.cornell.edu/gomes,https://scholar.google.com/citations?user=3hdbdBoAAAAJ,False,False,False,False,False,True,False,False,2,,,
0,VT,Chang-Tien Lu,Virginia Tech,"AI, ML, NLP, Robotics, Vision",http://people.cs.vt.edu/~ctlu,https://scholar.google.com/citations?user=TJI8JW0AAAAJ,False,False,False,False,False,False,False,False,1,,,
15,MIT,Caroline Uhler,Massachusetts Inst. of Technology,"ML, Vision",https://www.carolineuhler.com,https://scholar.google.com/citations?user=dIJFcaoAAAAJ,True,False,False,False,True,False,False,False,3,"...5 Ryan Welch Graduate student Stanford University 2024-2025 undergraduate students Name Current Position Dates in Lab Ali Can Soylemezoglu MEng student MIT IDSS 201... | ...udent UROP MIT Co-Advisors: Chujun He Thomas González Saito Visiting Undergraduate student Visiting MIT, Universitat Politècnica de Catalunya...",,
5,HKU,Chao Huang,University of Hong Kong,"AI, ML, NLP, Web+IR",https://sites.google.com/view/chaoh,https://scholar.google.com/citations?user=Zkv9FqwAAAAJ,False,True,False,False,True,True,False,False,4,"...nt master and u ndergraduate students at HKU are welcome to join our lab, if you are interested in our research projects. ⭐️ Researc... | ...nt master and u ndergraduate students at HKU are welcome to join our lab, if you are interested in our research projects. ⭐️ Researc...",,
0,UCSB,Chandra Krintz,Univ. of California - Santa Barbara,Web+IR,http://www.cs.ucsb.edu/~ckrintz,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,Columbia,Changxi Zheng,Columbia University,"ML, Robotics, Vision",http://www.cs.columbia.edu/~cxz,https://scholar.google.com/citations?user=-0rEuLgAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
15,HKUST,Chaojian Li,HKUST,"AI, ML, Vision",https://cse.hkust.edu.hk/admin/people/faculty/profile/chaojian,https://scholar.google.com/citations?user=71CuCoEAAAAJ,True,False,False,False,True,True,False,False,9,...iting MPhil and PhD students to start in Fall 2026. We are looking for outstanding undergraduate students as well as graduate students with a Master's degr... | ...s recruiting MPhil and PhD students to start in Fall 2026. We are looking for outstanding undergraduate students as well as graduate stu...,,
5,JHU,Chaowei Xiao,Johns Hopkins University,"AI, ML, NLP, Robotics, Vision",https://xiaocw11.github.io,https://scholar.google.com/citations?user=Juoqtj8AAAAJ,False,False,False,False,True,False,False,False,2,,,
0,VT,Chandan K. Reddy,Virginia Tech,"AI, ML, NLP, Web+IR",http://www.cs.vt.edu/~reddy,https://scholar.google.com/citations?user=LoXnMOIAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
5,UIUC,Charith Mendis,Univ. of Illinois at Urbana-Champaign,"ML, Web+IR",https://charithmendis.com,https://scholar.google.com/citations?user=utZ3JYUAAAAJ,False,False,False,False,True,False,False,False,1,,,
0,CMU,Carolyn P. Rosé,Carnegie Mellon University,"AI, NLP",http://www.cs.cmu.edu/~cprose,https://scholar.google.com/citations?user=BMydCgcAAAAJ,False,False,False,False,False,False,False,False,1,,,
5,StonyBrook,Chao Chen,Stony Brook University,"AI, ML, NLP, Vision",http://chaochen.github.io,https://scholar.google.com/citations?user=J-iIIFAAAAAJ,False,False,False,False,True,False,False,False,2,,,
2,CMU,Changliu Liu,Carnegie Mellon University,"AI, ML, Robotics, Vision",https://www.ri.cmu.edu/ri-faculty/changliu-liu,https://scholar.google.com/citations?user=vvzAfOwAAAAJ,False,False,False,False,True,True,False,False,9,,,
8,USC,Chao Wang,University of Southern California,Web+IR,https://sites.usc.edu/chaowang,https://scholar.google.com/citations?user=1w7O-4QAAAAJ,False,True,False,False,True,False,False,False,3,"...”, “concurrency”, and “AI safety”. If you are interested in joining our group, please send your resume with the email subject “Applicant:... | ...ion Chao Wang Home Biography Publications Teaching Students Prospective Students Service More Menu Toggle extended navigation Home I am a P...",,
0,UMass,Charles C. Weems,Univ. of Massachusetts Amherst,Vision,https://people.cs.umass.edu/~weems,https://scholar.google.com/citations?user=bkN-YUkAAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
3,GaTech,Chao Zhang,Georgia Institute of Technology,"AI, ML, NLP, Web+IR",http://chaozhang.org,https://scholar.google.com/citations?user=CeEO6SIAAAAJ,False,True,False,False,False,False,False,False,2,"...s: I am always looking for strong and motivated students to join our group. If you are interested in working with me, you can either e... | ...s: I am always looking for strong and motivated students to join our group. If you are interested in working with me, you can either e...",,
0,NTU,Chee Keong Kwoh,Nanyang Technological University,AI,http://www.ntu.edu.sg/home/asckkwoh,https://scholar.google.com/citations?user=jVn0wDMAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,NTU,Chee-Wei Tan,Nanyang Technological University,NLP,https://dr.ntu.edu.sg/entities/person/Chee-Wei-Tan,https://scholar.google.com/citations?user=G2CBtcAAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
-3,MIT,Charles E. Leiserson,Massachusetts Inst. of Technology,AI,http://people.csail.mit.edu/cel,https://scholar.google.com/citations?user=gWBoNCsAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,NYU,Chee-Keng Yap,New York University,Robotics,http://cs.nyu.edu/yap,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,False,False,False,3,,,
2,UT-Austin,Chandrajit L. Bajaj,University of Texas at Austin,"AI, ML, Robotics, Vision",https://www.cs.utexas.edu/~bajaj,https://scholar.google.com/citations?user=gyL3CZ0AAAAJ,False,False,False,False,True,True,True,False,2,,,
8,HKU,Chen Liu,City University of Hong Kong,ML,https://liuchen1993.cn/HomePage/index.html,https://scholar.google.com/citations?user=48PsswEAAAAJ,False,True,False,False,True,False,True,False,4,...p Teaching Talks Publications Open Positions Open Positions I am looking for motivated students or research staff interested in machine... | ...ching Talks Publications Open Positions Open Positions I am looking for motivated students or research staff interested in machine learning and optim...,,
8,HKU,Chen Ma,City University of Hong Kong,"AI, ML, NLP, Web+IR",https://allenjack.github.io,https://scholar.google.com/citations?user=sSy7nvsAAAAJ,False,True,False,False,True,False,False,False,3,...Language Processing Social Computing/Social Good Opening : I am looking for self-motivated PostDoc and PhD students who are interested... | ...Language Processing Social Computing/Social Good Opening : I am looking for self-motivated PostDoc and PhD students who are interested...,,
0,NUS,Chee Yong Chan,National University of Singapore,Web+IR,https://www.comp.nus.edu.sg/~chancy,https://scholar.google.com/citations?user=mcz6T78AAAAJ,False,False,False,False,False,False,False,False,2,,,
5,Brown,Chen Sun,Brown University,"AI, ML, NLP, Vision",https://chensun.me,https://scholar.google.com/citations?user=vQa7heEAAAAJ,False,False,False,False,True,False,False,False,1,,,
2,NYU,Chen Feng,New York University,"ML, Robotics, Vision",https://engineering.nyu.edu/faculty/chen-feng,https://scholar.google.com/citations?user=YeG8ZM0AAAAJ,False,False,False,False,True,True,False,False,9,,,
8,Stanford,Chelsea Finn,Stanford University,"AI, ML, NLP, Robotics, Vision",http://ai.stanford.edu/~cbfinn,https://scholar.google.com/citations?user=vfPE6hgAAAAJ,False,True,False,False,True,False,False,False,2,"...also spent time at Google as part of the Google Brain team. Prospective students and post-docs , please see this page . CV / Bio / PhD Thes...",,
0,Rice,Chen Wei,Rice University,"ML, Vision",https://profiles.rice.edu/faculty/chen-wei,https://scholar.google.com/citations?user=LHQGpBUAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
2,UCI,Chen Li,Univ. of California - Irvine,"AI, NLP, Web+IR",https://chenli.ics.uci.edu,https://scholar.google.com/citations?user=BRMbGhgAAAAJ,False,False,False,False,True,True,True,False,3,,,
-3,GaTech,Charles L. Isbell Jr.,Georgia Institute of Technology,"AI, ML, Robotics, Vision",http://www.cc.gatech.edu/fac/Charles.Isbell,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,True,False,False,4,,,
13,HKU,Chenxiong Qian,University of Hong Kong,ML,https://i.cs.hku.hk/~cqian,https://scholar.google.com/citations?user=AojtmP4AAAAJ,False,True,True,False,True,True,True,False,3,...CV to know more about me. Prospective Students and Postdocs I am looking for highly-motivated PhD students and postdocs interested in se... | ...Daniel Xiapu Luo. Please check my CV to know more about me. Prospective Students and Postdocs I am looking for highly-motivated PhD student...,"...William Harris. I got my my BA in Software Engineering from Nanjing University. Before pursuing PhD, I have spent one year and half in Hon... | ...Computer Science Supervisors: Wenke Lee and William Harris Nanjing University 2013 Bachelor of Software Engineering Awards Early Career A...",
0,NTU,Chen Change Loy,Nanyang Technological University,"AI, ML, Robotics, Vision",http://personal.ie.cuhk.edu.hk/~ccloy,https://scholar.google.com/citations?user=559LF80AAAAJ,False,False,False,False,False,False,False,False,1,,,
5,UIUC,ChengXiang Zhai,Univ. of Illinois at Urbana-Champaign,"AI, ML, NLP, Web+IR",http://czhai.cs.illinois.edu,https://scholar.google.com/citations?user=YU-baPIAAAAJ,False,False,False,True,False,False,False,False,2,,"...on Sciences . He received a Ph.D. in Computer Science from Nanjing University in 1990, and a Ph.D. in Language and Information Technologi...",
15,UCLA,Chenfanfu Jiang,Univ. of California - Los Angeles,"AI, ML, Robotics, Vision",https://www.math.ucla.edu/~cffjiang,https://scholar.google.com/citations?user=jTivVMEAAAAJ,True,False,False,False,True,True,False,False,2,"...Defended 2024/12/19), Next stop: FoundationEGI Xiyang Tan , Visiting undergraduate student from USTC, 2024, Next stop: PhD Student at UBC Ping... | ...siting student from Pepperdine University, 2024 Boqian Li , Visiting undergraduate student from HUST, 2023-2024 Yidong Zhao , Visiting PhD stu...",,
0,HKUST,Chi-Keung Tang,HKUST,"AI, ML, Vision",http://www.cse.ust.hk/~cktang,https://scholar.google.com/citations?user=EWfpM74AAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
3,CUHK,Chi-Wing Fu,Chinese University of Hong Kong,"AI, ML, Robotics, Vision",http://www.cse.cuhk.edu.hk/~cwfu,https://scholar.google.com/citations?user=e5AJDrEAAAAJ,False,True,False,False,False,False,False,False,1,"...ong Kong, Shatin, Hong Kong Now Looking for!!! - New: Note: looking for PhD students passionate in research, hardworking, creative, and well-mo...",,
10,NTU,Cheng Long,Nanyang Technological University,"AI, ML, Vision, Web+IR",https://personal.ntu.edu.sg/c.long/index.html,https://scholar.google.com/citations?user=LybJ7ksAAAAJ,False,False,False,True,True,False,False,False,2,,"...iang YU 08/2019 â 11/2023 Â· Now: Assistant Professor @ Nanjing University, China PhD Zheng WANG 08/2018 â 01/2023 Â· Now: Assista...",
5,Rutgers,Chengzhi Mao,Rutgers University,"AI, ML, NLP, Vision",https://chengzhi-mao.github.io,https://scholar.google.com/citations?user=pTTEiHUAAAAJ,False,False,False,False,True,False,False,False,3,,,
0,Princeton,Chi Jin,Princeton University,ML,https://sites.google.com/view/cjin/home,https://scholar.google.com/citations?user=GINhGvwAAAAJ,False,False,False,False,False,False,False,False,2,,,
0,CMU,Chenyan Xiong,Carnegie Mellon University,"AI, ML, NLP, Web+IR",http://www.cs.cmu.edu/~cx,https://scholar.google.com/citations?user=E9BaEBYAAAAJ,False,False,False,False,False,False,False,False,2,,,
5,JHU,Chien-Ming Huang,Johns Hopkins University,Robotics,https://www.cs.jhu.edu/~cmhuang,https://scholar.google.com/citations?user=0kTel90AAAAJ,False,True,False,False,True,True,False,False,1,...en time conflicts occur. Prospective students interested in joining my group please read the notes at the end of this page. About Curric... | ...send me your CV and a brief description of your interest in joining my group. PhD I am always looking for highly motivated students inte...,,
8,StonyBrook,Chenyu You,Stony Brook University,"AI, ML, NLP, Vision",http://chenyuyou.me,https://scholar.google.com/citations?user=hy_wB7cAAAAJ,False,True,False,False,True,False,False,False,4,"...ions such as Ph.D. or MS students. If you are interested in joining my group, please (1) apply to any of the Ph.D. programs in Computer... | ...such as interns/visiting students. If you are interested in joining my group, please (1) complete the required application form to ensur...",,
0,HKU,Chi-Yin Chow,City University of Hong Kong,Web+IR,https://www.cs.cityu.edu.hk/~chiychow,https://scholar.google.com/citations?user=ZJwVd8wAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,NTU,Chng Eng Siong,Nanyang Technological University,"AI, ML, NLP",https://www3.ntu.edu.sg/home/aseschng,https://scholar.google.com/citations?user=FJodrCcAAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
2,NYU,Chinmay Hegde,New York University,"AI, ML, Vision, Web+IR",https://engineering.nyu.edu/faculty/chinmay-hegde,https://scholar.google.com/citations?user=eJAV17IAAAAJ,False,False,False,False,True,True,True,False,10,,,
10,HKUST,Chiew-Lan Tai,HKUST,Vision,https://www.cse.ust.hk/~taicl,https://scholar.google.com/citations?user=DORzgBQAAAAJ,False,False,False,True,True,False,False,False,1,,"...uan Zhang (Peking University, July 2014-Jan 2015) Hao Wang (Nanjing University, Mar-Aug 2012) Yirui Wu (Nanjing University, Mar-Aug 2012,... | ...2015) Hao Wang (Nanjing University, Mar-Aug 2012) Yirui Wu (Nanjing University, Mar-Aug 2012, Aug 2014-Jan 2015). Yu-Shuen Wang (National...",
13,HKU,Chenshu Wu,University of Hong Kong,Robotics,https://cswu.me,https://scholar.google.com/citations?user=q9llreMAAAAJ,False,True,False,True,True,False,False,False,2,"...ted, please drop me an email. Multiple PhD, postdoc, and RA positions are available. Check out more details here: Prospective Students Are you... | ...ted, please drop me an email. Multiple PhD, postdoc, and RA positions are available. Check out more details here: Prospective Students Are you...","..., MD, USA, October 31, 2017 ""Sensorless Sensing with WiFi"", Nanjing University, Nanjing, China, December 28, 2016 “Sensorless Sensing Plus... | ..., MD, USA, October 31, 2017 ""Sensorless Sensing with WiFi"", Nanjing University, Nanjing, China, December 28, 2016 “Sensorless Sensing Plus...",
2,UW,Chirag Shah,University of Washington,"AI, ML, Web+IR",https://chiragshah.org,https://scholar.google.com/citations?user=H4dLAw0AAAAJ,False,False,False,False,True,True,True,False,4,,,
5,CMU,Chris Donahue,Carnegie Mellon University,"AI, ML, NLP",https://chrisdonahue.com,https://scholar.google.com/citations?user=MgzHAPQAAAAJ,False,False,False,False,True,False,False,False,3,,,
5,Stanford,Chris Piech,Stanford University,"AI, ML, Web+IR",https://stanford.edu/~cpiech/bio/index.html,https://scholar.google.com/citations?user=fpT49d8AAAAJ,False,False,False,False,True,False,False,False,1,,,
2,UCI,Charless C. Fowlkes,Univ. of California - Irvine,"ML, Vision",http://www.ics.uci.edu/~fowlkes,https://scholar.google.com/citations?user=yLQF4mkAAAAJ,False,False,False,False,True,True,True,False,2,,,
15,UofT,Chris J. Maddison,University of Toronto,"AI, ML, NLP",https://www.cs.toronto.edu/~cmaddis,https://scholar.google.com/citations?user=WjCG3owAAAAJ,True,False,False,False,True,False,False,False,4,...intern) Yann Dubois (former intern) Evianne Rovers (former intern) Mingjian Jiang (former undergraduate) Peter Potaptchik (former undergraduate) Daniel Shen (forme... | ...tive Trainees I am always looking for exceptional people to join our group. Please read below to see how I recruit for the position yo...,,
0,Rice,Chris Jermaine,Rice University,"ML, Vision, Web+IR",https://www.cs.rice.edu/~cmj4,https://scholar.google.com/citations?user=D2P2B0MAAAAJ,False,False,False,False,False,False,False,False,1,,,
2,Cornell,Christina Lee Yu,Cornell University,ML,https://cleeyu.orie.cornell.edu,https://scholar.google.com/citations?user=GyzNZMcAAAAJ,False,False,False,False,True,True,True,False,3,,,
2,VT,Christine Julien,Virginia Tech,Robotics,https://website.cs.vt.edu/people/faculty/christine-julien.html,https://scholar.google.com/citations?user=p-rQXOQAAAAJ,False,False,False,False,True,True,False,False,9,,,
0,Stanford,Christoforos E. Kozyrakis,Stanford University,ML,http://csl.stanford.edu/~christos,https://scholar.google.com/citations?user=G2EJz5kAAAAJ,False,False,False,False,False,False,False,False,2,,,
0,UCSD,Christine Alvarado,Univ. of California - San Diego,AI,https://sites.google.com/a/eng.ucsd.edu/alvarado/home,https://scholar.google.com/citations?user=kAQ5y8QAAAAJ,False,False,False,False,False,False,False,False,1,,,
8,UMD,Christopher A. Metzler,Univ. of Maryland - College Park,"ML, Robotics, Vision",https://www.cs.umd.edu/users/metzler,https://scholar.google.com/citations?user=on7GFpYAAAAJ,False,True,False,False,True,False,False,False,1,"...SEG Fellow, and a NASA Texas Space Grant Consortium Fellow. Prospective Students: Students interested in working with me should apply to th...",,
5,UCLA,Cho-Jui Hsieh,Univ. of California - Los Angeles,"AI, ML, NLP, Vision, Web+IR",http://web.cs.ucla.edu/~chohsieh,https://scholar.google.com/citations?user=Wy89g4IAAAAJ,False,False,False,False,True,False,True,False,3,,,
0,UPenn,Chris Callison-Burch,University of Pennsylvania,"AI, ML, NLP, Vision",http://www.cis.upenn.edu/~ccb,https://scholar.google.com/citations?user=nv-MV58AAAAJ,False,False,False,False,False,False,False,False,1,,,
5,GaTech,Christopher J. MacLellan,Georgia Institute of Technology,AI,https://chrismaclellan.com,https://scholar.google.com/citations?user=q_K8iFQAAAAJ,False,False,False,False,True,False,True,False,2,,,
2,Princeton,Christine Allen-Blanchette,Princeton University,"ML, Robotics, Vision",https://mae.princeton.edu/people/faculty/allen-blanchette,https://scholar.google.com/citations?user=0BbFHcEAAAAJ,False,False,False,False,True,True,False,False,9,,,
2,GaTech,Christopher J. Rozell,Georgia Institute of Technology,"AI, ML",https://siplab.gatech.edu/rozell.html,https://scholar.google.com/citations?user=JHuo2D0AAAAJ,False,False,False,False,True,True,True,False,3,,,
2,Cornell,Christopher De Sa,Cornell University,"AI, ML, Vision",http://www.cs.cornell.edu/~cdesa,https://scholar.google.com/citations?user=v7EjGHkAAAAJ,False,False,False,False,True,True,False,False,1,,,
2,NYU,Christopher Musco,New York University,"AI, ML, Web+IR",https://www.chrismusco.com,https://scholar.google.com/citations?user=HXXSrNMAAAAJ,False,False,False,False,True,True,True,False,4,,,
0,Stanford,Christopher Potts,Stanford University,"ML, NLP, Web+IR",https://web.stanford.edu/~cgpotts,https://scholar.google.com/citations?user=3j08YoAAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,UT-Austin,Christopher J. Rossbach,University of Texas at Austin,Robotics,https://www.cs.utexas.edu/~rossbach,https://scholar.google.com/citations?user=pPSWi5EAAAAJ,False,False,False,False,False,False,False,False,1,,,
5,VT,Christopher Thomas,Virginia Tech,"AI, ML, NLP, Vision",https://people.cs.vt.edu/chris,https://scholar.google.com/citations?user=16r7ZhsAAAAJ,False,False,False,False,True,False,False,False,1,,,
0,CMU,Christos Faloutsos,Carnegie Mellon University,"AI, ML, NLP, Vision, Web+IR",http://www.cs.cmu.edu/~christos,https://scholar.google.com/citations?user=nd8lQQIAAAAJ,False,False,False,False,False,False,False,False,2,,,
5,Purdue,Christos-Alexandros Psomas,Purdue University,"AI, ML",https://www.alexpsomas.com,https://scholar.google.com/citations?user=FrTxJzcAAAAJ,False,False,False,False,True,False,False,False,2,,,
2,Stanford,Christopher D. Manning,Stanford University,"AI, ML, NLP, Vision, Web+IR",https://nlp.stanford.edu/~manning,https://scholar.google.com/citations?user=1zmDOdwAAAAJ,False,False,False,False,True,True,False,False,5,,,
10,Stanford,Christopher Ré,Stanford University,"AI, ML, NLP, Vision",https://cs.stanford.edu/people/chrismre,https://scholar.google.com/citations?user=DnnCWN0AAAAJ,True,False,False,False,False,False,True,False,6,...al Query Plans . Adam Perelman and C. RÃ©. Winner of SIGMOD Undergrad Research Competition. DunceCap: Query Plans Using Generalized Hypert... | ...tree Decompositions . Susan Tu and C. RÃ©. Winner of SIGMOD Undergrad Research Competition. A Database Framework for Classifier Engineerin...,,
0,UCSB,Christopher Krügel,Univ. of California - Santa Barbara,"ML, Web+IR",http://www.cs.ucsb.edu/~chris,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,False,False,False,1,,,
3,CMU,Christopher G. Atkeson,Carnegie Mellon University,"ML, Robotics",http://www.cs.cmu.edu/~cga,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,True,False,False,False,False,False,False,1,...e Page Christopher G. Atkeson Looking For Graduate Students I am looking for new students. My current research focus is enabling robots... | ...Chris Atkeson's Home Page Christopher G. Atkeson Looking For Graduate Students I am looking for new students. My current research focus is enabling robots to learn...,,
-3,Northwestern,Christopher Riesbeck,Northwestern University,AI,http://www.cs.northwestern.edu/~riesbeck,https://scholar.google.com/citations?user=wGUK-NwAAAAJ,False,False,False,False,False,True,False,False,1,,,
5,Purdue,Chunwei Liu,Purdue University,ML,https://www.cs.purdue.edu/people/faculty/chunwei.html,https://scholar.google.com/citations?user=Q0LOhAgAAAAJ,False,True,False,False,True,True,False,False,9,"...e he worked in the ChiData group. Chunwei has several Ph.D. positions available for the upcoming fall. If you are interested, please feel f...",,
0,NTU,Chuanxia Zheng,Nanyang Technological University,"ML, Vision",https://dr.ntu.edu.sg/entities/person/Chuanxia-Zheng,https://scholar.google.com/citations?user=mvpE6bIAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
-3,UCSD,Chung-Kuan Cheng,Univ. of California - San Diego,ML,http://cseweb.ucsd.edu/~kuan,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,True,False,False,1,,,
0,Columbia,Christos H. Papadimitriou,Columbia University,"AI, ML, NLP, Robotics",https://www.cs.berkeley.edu/~christos,https://scholar.google.com/citations?user=rXYLXJMAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,NTU,Chunyan Miao,Nanyang Technological University,"AI, ML, NLP, Vision, Web+IR",http://www.ntulily.org/ascymiao,https://scholar.google.com/citations?user=fmXGRJgAAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
